代號,名稱,年/月,營業利益率,稅後淨利率,每股盈餘,ROE(A)－稅後,速動比率,負債比率,來自營運之現金流量,營收成長率,股利殖利率,現金股利率,普通股每股現金股利（盈餘及公積）,交易所主產業代碼,利息保障倍數,總資產週轉次數,存貨週轉率（次）,平均收帳天數,平均售貨天數
8105,凌巨,2017/12,7.67,4.86,1.37,7.33,156.15,44.95,"1,794,526",6.66,1.05,1.05,0.2,M2300,18.05,0.89,13.27,63.91,27.51
8110,華東,2017/12,8.94,7.11,1.39,7.34,115.9,37.87,"3,022,717",7.81,5.23,5.23,0.85,M2300,11.76,0.59,8.37,48.18,43.59
8112,至上,2017/12,1.77,1.28,3.95,20.9,93.85,72.23,"5,197,459",10.19,9.48,9.48,2.8,M2300,4.64,4.17,12.83,41.72,28.45
8114,振樺電,2017/12,13.18,13.25,8,25.34,102.3,78.22,"407,869",49.6,4.54,4.54,6.2,M2300,7.18,0.5,2.72,73.7,134.02
8131,福懋科,2017/12,14.81,17.66,3.15,13.05,727.06,8.98,"2,358,444",-7.1,7.95,7.95,2.5,M2300,1585567,0.67,6.84,72.36,53.4
8150,南茂,2017/12,12.48,16.87,3.57,6.99,181.58,44.7,"4,753,227",-2.43,1.09,1.09,0.3,M2300,7.97,0.56,7.72,82.97,47.25
8163,達方,2017/12,3.59,3.3,2.07,7.12,102.35,47.76,"729,962",-5.45,6.75,6.75,2,M2300,19.55,1.09,7.05,114.76,51.78
8201,無敵,2017/12,-7.86,-8.21,-1.57,-10.65,214.98,31.67,"-104,813",84.29,0,0,0,M2300,-2473.26,0.95,21.59,42.91,16.91
8210,勤誠,2017/12,12.39,8.26,3.8,15.77,125,45.7,"457,527",5.83,6.99,6.99,3,M2300,77.4,1.06,6.4,86.53,57.06
8213,志超,2017/12,5,3.62,2.83,6.71,126.31,53.56,"2,188,390",3.27,4.28,4.28,1.51,M2300,9.14,0.82,8.87,121,41.16
8215,明基材,2017/12,2.66,4.72,1.64,13.53,74.97,59.54,"324,804",-12.71,4.5,4.5,0.9,,8.77,1.09,6.05,87.49,60.34
8222,寶一,2017/12,4.65,3.24,0.4,3.04,105.27,42.14,"59,779",-8.47,1.37,1.37,0.3,M1500,6.81,0.55,1.65,57.47,221.71
8249,菱光,2017/12,5.38,5.31,1.65,6.16,150.65,25.93,"487,771",-8.16,6.18,6.18,1.6,M2300,,0.86,11.17,49.9,32.67
8261,富鼎,2017/12,2.87,1.76,0.48,2.82,171.01,30.24,"-109,483",24.15,1.42,1.42,0.45,M2300,63.19,1.16,4.1,91.27,89.05
8271,宇瞻,2017/12,4.73,4.03,4.02,16.21,97.65,44.57,"39,209",47.22,6.74,6.74,2.6,M2300,46.61,2.37,6.05,41.46,60.38
8341,日友,2017/12,46.16,41.18,7.03,30.38,178.99,23.96,"1,081,461",4.82,2.35,2.35,6,M9900,405.51,0.55,15.78,43.66,23.12
8367,建新國際,2017/12,14,10.78,1.86,8.34,94.57,58.7,"345,529",2.02,4.17,4.17,1,M2600,4.88,0.32,0,59.31,0
8374,羅昇,2017/12,5.24,4.73,2.04,12.48,125.2,51.32,"141,531",4.13,1.73,1.73,0.5,M1500,18.9,1.22,5.49,118.96,66.47
8404,百和興業-KY,2017/12,16.68,11.2,1.66,9.69,54.3,54.08,"-667,935",21.56,2.12,0.49,0.3,M9900,12.6,0.47,1.06,77.27,343.46
8411,福貞-KY,2017/12,4.88,3.95,1.6,4.82,103.22,43.25,"175,617",14.22,1.35,1.35,0.35,M9900,6.78,0.7,4.61,79.14,79.21
8422,可寧衛,2017/12,56.68,48.95,12.52,25.46,635.29,10.73,"1,722,560",-10.8,6.29,6.29,11,M9900,,0.46,358.3,82.49,1.02
8427,基勝-KY,2017/12,2.63,0.93,0.43,1.03,101.35,42.46,"-266,230",1.06,0.78,0.78,0.35,M9900,39.57,0.73,2.25,94.38,161.98
8429,金麗-KY,2017/12,14.13,9.93,2.26,6.08,1134.1,13.38,"863,285",-19.6,1.26,0.55,0.13,M2900,,0.51,26.1,71.97,13.99
8442,威宏-KY,2017/12,0.52,-0.81,-0.78,-3,66.27,69.94,"-118,439",-2.22,0,0,0,M9900,1.25,1.33,6.23,56.49,58.56
8443,阿瘦,2017/12,-4.59,-3.7,-0.87,-3.74,81.83,31.83,"12,925",-15.99,2,2,0.28,M2900,-533.02,0.68,0.76,9.09,482.93
8454,富邦媒,2017/12,4.18,3.8,9.07,21.68,80.47,50.18,"1,407,993",18.37,3.63,3.63,8,M2900,454.41,3.04,43.88,0.44,8.32
8462,柏文,2017/12,14.48,12.51,6.01,25.91,51.39,45.97,"716,472",34.1,3.89,2.25,3.42,M2700,55.09,1.11,0,7.66,0
8463,潤泰材,2017/12,6.97,5.01,0.95,5.96,69.24,48.61,"80,165",-2.79,4.74,4.74,0.83,M9900,11.86,0.61,5.11,83.38,71.43
8464,億豐,2017/12,24.85,18.51,12.27,30.65,208.51,27.57,"3,315,060",4.41,3.14,3.14,10,M9900,,1.18,3.39,42.25,107.77
8466,美吉吉-KY,2017/12,14.74,13.43,7.49,19.05,193.02,34.46,"78,560",4.93,6.51,6.51,6,M9900,210.32,0.96,10.01,100.12,36.47
8467,波力-KY,2017/12,5.64,3.16,1,3.44,116.81,31.75,"484,247",3.43,4.57,4.57,1.5,M9900,5.97,0.71,3.87,47.41,94.25
8473,山林水,2017/12,24.26,18.23,3.12,7.66,81.16,42.28,"85,593",21.19,4.85,4.85,3,M9900,7.97,0.25,0,70.95,0
8478,東哥遊艇,2017/12,10.36,7.56,3.24,12.13,53.99,38.3,"-1,168,751",30.62,2.67,2.67,2.07,M9900,16.95,0.87,1.14,30.4,319.52
8480,泰昇-KY,2017/12,16.52,16.92,7.15,20.57,181.84,15.58,"237,440",0.55,3.94,3.15,4,M9900,453.81,1.04,4.66,7.06,78.39
8481,政伸,2017/12,24.63,19.34,3.38,19.76,456.06,17.12,"213,969",5.99,6.91,6.91,3,M9900,528.73,0.83,9.76,103.03,37.38
8482,商億-KY,2017/12,25.88,23.49,10.63,48.02,118.42,39.22,"1,090,647",-0.78,,,6.99,M9900,465.8,1.26,4.83,37.27,75.52
8488,吉源-KY,2017/12,3.02,2.67,1.56,3.65,81.95,54.25,"914,582",4.32,3.7,3.7,1.2,M9900,2.67,0.62,12.14,139.42,30.05
8497,格威傳媒,2017/12,5.25,4.67,3.09,14.3,156.18,39.61,"171,172",14.87,5.01,5.01,3,M3200,1106.39,1.88,0,62.97,0
8499,鼎炫-KY,2017/12,31.48,22.6,7.04,25.6,420.42,21.36,"358,311",2.05,4.81,4.81,5.05,M9900,726.69,0.84,3.74,88.68,97.65
8926,台汽電,2017/12,8.21,79.96,1.65,8.22,159.45,22.12,"782,995",2.67,4.86,4.86,1.3,M9700,29.74,0.08,116.5,53.37,3.13
8940,新天地,2017/12,-1.77,-1.53,-0.37,-2.39,121.88,53.5,"146,533",-4.03,0,0,0,M2700,-1.27,0.73,9.46,17.57,38.6
8996,高力,2017/12,8.16,3.16,0.63,2.96,116.02,50.14,"368,414",-34.28,2.59,2.59,1,M1500,5.98,0.52,2.6,107.08,140.52
9103,美德醫療-DR,2017/12,3.99,1.41,0.05,1.34,38.66,42.56,"70,650",-0.74,,,,M1700,1.54,0.55,1.45,89.26,251.59
9105,泰金寶-DR,2017/12,1.52,0.84,0.19,4.9,80.3,68.75,"-2,098,225",0.62,,,,M2300,2.86,1.86,9.41,76.05,38.78
9110,越南控-DR,2017/12,-14.26,-9.95,-0.31,-6.88,339.95,22.19,"-25,716",-34.92,,,,M2200,-11.69,0.53,3.83,0,95.31
9136,巨騰-DR,2017/12,3.78,2.16,0.27,1.99,95.56,46.61,"4,203,747",-11.31,,,,M2300,3.42,0.49,4.5,138.57,81.09
9188,精熙-DR,2017/12,13.56,6.62,0.21,4.78,476.07,17.99,"467,857",9.65,,,,M2300,,0.59,15.82,64.28,23.08
9802,鈺齊-KY,2017/12,10.89,7.66,5.65,13.33,108.06,33.7,"957,914",14.41,5.78,5.78,4.11,M9900,67.13,1.12,5.23,57.33,69.81
9902,台火,2017/12,-31.24,2.18,0.01,0.13,466.69,6.12,"55,983",-18.39,0,0,0,M9900,16.18,0.05,0.11,92.16,3203.67
9904,寶成,2017/12,6.13,7.8,4.38,13.52,109.06,47.54,"16,808,648",1.36,5.19,5.19,2,M9900,13.5,0.94,4.19,49.14,87.15
9905,大華,2017/12,7.24,8.23,1.93,8.42,204.2,25.33,"398,809",0.77,6.76,6.76,1.7,M9900,178.65,0.75,4.37,70.91,83.52
9906,欣巴巴,2017/12,10.42,9.86,1.31,11.29,29.33,65.58,"561,406",14.71,7.36,0,0,M2500,11.79,0.36,0.32,0.1,1130.52
9907,統一實,2017/12,3.79,1.85,0.38,3.13,63.98,48.1,"3,041,555",-0.25,3.58,3.58,0.5,M9900,3,0.85,8.05,39.29,45.33
9908,大台北,2017/12,13.35,21.74,1.54,7.04,270.87,27.7,"1,866,433",5.06,4.12,4.12,1.1,M9700,1262.98,0.23,18.55,38.58,19.67
9910,豐泰,2017/12,9.88,8.2,6.58,31.11,78.2,50.28,"5,197,152",0.88,3.69,3.69,5,M9900,118.16,1.89,7.76,30.43,47.05
9911,櫻花,2017/12,13.4,12.76,3.29,17.72,142.78,31.18,"532,053",0.77,6.91,6.91,2.6,M9900,964.78,0.96,7.45,70.78,48.97
9912,偉聯,2017/12,1.64,1.15,0.16,1.54,86.93,28.45,"14,446",-1.81,0,0,0,M2300,7.02,0.96,2.68,43.07,135.95
9914,美利達,2017/12,4.59,3.57,2.67,6.35,82.17,42.32,"305,943",-2.21,1.6,1.6,2,M9900,39.32,1.05,5.87,27.84,62.2
9917,中保科,2017/12,17.02,17.12,5,21.81,94.54,49.56,"3,413,424",-3.16,4.37,4.37,4,M9900,72.08,0.63,28.26,35.91,12.92
9918,欣天然,2017/12,10.51,12.91,1.41,8.73,217.72,36.63,"894,070",10.13,3.73,3.73,1.2,M9700,,0.44,49.04,37.51,7.44
9919,康那香,2017/12,2.51,2.61,0.58,3.73,133.85,52.04,"438,946",-9.18,2.75,2.75,0.35,M9900,3.82,0.67,3.91,97.15,93.4
9921,巨大,2017/12,5.34,3.76,5.48,10.01,84.61,56.04,"2,733,147",-3.51,2.14,2.14,3.5,M9900,16.97,1.17,3.05,77.69,119.61
9924,福興,2017/12,10.1,7.11,2.92,10.95,181.06,31.14,"777,929",-4.67,5.32,5.32,2,M9900,530.46,1.06,7.55,73.24,48.32
9925,新保,2017/12,11.5,14.22,2.46,9.47,203.09,28.03,"1,238,558",-1.58,5.17,5.17,2,M9900,65.23,0.47,14.82,29.77,24.63
9926,新海,2017/12,16.47,16.71,2.02,12.76,142.78,48.87,"759,787",9.85,3.94,3.94,1.6,M9700,2730.33,0.39,14.85,73.82,24.58
9927,泰銘,2017/12,10.85,9.27,4.79,19.66,215.74,24.01,"469,788",16.53,7.65,7.65,3,M9900,70.35,1.64,3.98,44.53,91.74
9928,中視,2017/12,-58.64,-35.16,-2.06,-45.35,13.08,81.96,"-207,507",-6.04,0,0,0,M9900,-7.71,0.18,121.4,48.06,3.01
9929,秋雨,2017/12,1.64,0.46,0.02,0.31,216.48,20.27,"19,166",6.12,0,0,0,M9900,569.17,0.53,14.34,81.2,25.46
9930,中聯資源,2017/12,12.55,10.84,3.37,17.95,75.93,42.63,"1,138,985",6.06,3.39,1.69,1,M9900,66.6,0.98,23.4,51.47,15.6
9931,欣高,2017/12,11.13,14.27,1.69,10.02,66.17,53.77,"337,377",12.57,3.83,3.83,1.2,M9700,14223.13,0.33,3.97,49.73,92.04
9933,中鼎,2017/12,4.21,4.59,3.68,15.96,59.66,69.97,"4,819,401",1.56,7.16,7.16,3.23,,39.33,1.05,347.48,25.86,1.05
9934,成霖,2017/12,5.46,3.95,1.98,12.03,106.5,54.08,"759,615",-7.22,6.77,6.77,1.5,M9900,20.01,1.34,4.13,60.71,88.4
9935,慶豐富,2017/12,6.18,4.72,1.26,16.19,77.39,68,"201,075",17.22,0,0,0,M9900,5.06,1.11,5.77,72.76,63.29
9937,全國,2017/12,3.45,3.48,2.22,14.6,33.51,46.04,"2,561,705",9.29,5.08,5.08,2,M9700,180.79,2.4,59.41,2.94,6.14
9938,百和,2017/12,22.76,15.6,5.44,17.84,79.34,50.52,"1,157,994",10.52,2.48,2.48,3,M9900,27.25,0.62,1.95,66.39,187.65
9939,宏全,2017/12,8.62,7.2,4.2,9.77,77.34,53.46,"2,231,003",6.11,4.35,4.35,2.5,M9900,7.86,0.63,6.96,54.2,52.48
9940,信義,2017/12,25.07,15.88,4.3,27.16,88.14,57.6,"-6,314,366",134.64,9.79,6.43,2.5,M9900,59.37,0.7,1.24,17.36,294.9
9941,裕融,2017/12,15.65,12.98,8.46,19.53,94.2,89.72,"-20,264,540",10.86,5.36,5.36,5.9,M9900,,0.16,30.75,1838.93,11.87
9942,茂順,2017/12,20.81,16.56,6.33,18.53,230.26,26.54,"561,230",7.46,4.67,4.67,4.2,M9900,808.94,0.83,2.56,128.16,142.51
9943,好樂迪,2017/12,17.41,23.94,4.75,18.28,237.78,16.1,"520,438",-0.81,7.62,7.62,4,M2700,5516.92,0.64,58.42,2.98,6.25
9944,新麗,2017/12,2.21,1.7,0.44,1.82,92.38,42.63,"173,399",-7.86,1.53,1.53,0.3,M9900,5.4,0.62,4.69,80.97,77.86
9945,潤泰新,2017/12,9.48,105.48,6.91,25.87,44.68,49.45,"6,716,749",-16.81,6.26,6.26,2,M9900,48.84,0.12,0.32,44.83,1142.77
9946,三發地產,2017/12,20.38,23.96,1.51,8.13,14.81,54.83,"-870,989",-38.78,10.59,4.71,0.6,M2500,43.66,0.16,0.12,16.18,3082.3
9955,佳龍,2017/12,-3.5,-4,-0.84,-4.27,42.34,43.09,"296,443",-10.44,0,0,0,M9900,-5.09,0.61,1.91,5.61,191.13
9958,世紀鋼,2017/12,1.12,2.42,0.32,1.86,197.92,58.78,"266,161",-10.15,1.42,1.42,0.3,M2000,1.75,0.31,1.95,179.43,187.63
1101,台泥,2016/12,14.55,9.87,1.72,5.84,117.5,44.79,"18,750,155",-4.39,4.13,4.13,1.45,M1100,7.01,0.32,8.03,81.8,45.47
1102,亞泥,2016/12,10.23,7.68,1.26,3.17,82.97,41.01,"12,817,431",-8.06,3.42,3.42,0.9,M1100,4.95,0.24,7.35,94.84,49.63
1103,嘉泥,2016/12,-14.57,0.31,0.04,0.07,347.03,39.48,"414,899",11.1,2.29,2.29,0.2,M1100,1.41,0.12,2.99,39.96,122.07
1104,環泥,2016/12,5.76,36.42,2.68,10.39,125.3,19.42,"741,025",-10.49,6.09,4.87,1.2,M1100,107.29,0.23,12.29,85.8,29.7
1108,幸福,2016/12,10.03,7.41,0.78,6.72,44.71,38.06,"246,301",-15.34,6.58,6.58,0.6,M1100,13.85,0.54,1.01,72.23,362.75
1109,信大,2016/12,6.83,4.09,0.42,2.79,145.6,26.78,"607,272",-0.1,1,1,0.1,M1100,7.97,0.5,4.44,53.34,82.3
1110,東泥,2016/12,-5.09,14.04,0.19,2.4,379.09,6.16,"-271,014",-20.39,0.63,0.63,0.1,M1100,811.96,0.16,2.57,89.36,141.86
1201,味全,2016/12,-8.12,-6.35,-1.53,-13.94,22.74,79.07,"-1,145,620",-15.56,0,0,0,M1200,-0.98,0.49,0.93,52.67,393.28
1203,味王,2016/12,11.82,9.93,1.78,12.06,150.12,38.58,"1,064,493",-4.31,4.35,4.35,1,M1200,75.82,0.75,3.17,29.35,115.24
1210,大成,2016/12,3.62,3.38,3.01,12.99,59.89,46.7,"3,988,126",-3.14,5.15,5.15,1.5,M1200,10.65,1.95,9.5,28.08,38.41
1213,大飲,2016/12,1.65,2.26,0.27,2.21,284.36,18.47,"29,138",-8.78,0,0,0,M1200,106.71,0.79,13.55,73.31,26.94
1215,卜蜂,2016/12,8.43,7.1,4.71,21.87,57.09,40.93,"1,708,917",9.78,6.69,6.69,3,M1200,54.53,1.74,12.17,36.55,30
1216,統一,2016/12,5.1,5.73,2.56,15.35,61.26,59.67,"55,526,148",-0.67,3.93,3.93,2.1,M1200,14.63,1.06,8.49,15.31,43
1217,愛之味,2016/12,-0.77,2.8,0.21,1.9,49.38,47.67,"126,013",2.37,0,0,0,M1200,2.14,0.36,4.73,52.39,77.18
1218,泰山,2016/12,1.85,1.5,0.36,3.53,83.5,55.9,"-189,192",1.15,0,0,0,M1200,3.61,1.04,9.27,47.16,39.39
1219,福壽,2016/12,0.69,0.53,0.49,1.48,124.56,51.71,"527,929",12.66,2.52,1.89,0.3,M1200,3.58,1.39,6.26,38.96,58.28
1220,台榮,2016/12,5.47,6.57,0.93,8,348.14,20.3,"266,098",-12.58,5.96,5.96,0.65,M1200,62.62,0.94,4.43,80.04,82.36
1225,福懋油,2016/12,5.59,4.46,1.76,13.61,107.53,44.78,"534,863",0.32,2.6,2.6,1.25,M1200,20,1.64,7.98,47.18,45.74
1227,佳格,2016/12,11.12,9.74,2.98,18.89,126.75,33.92,"2,264,903",6.11,2.61,2.09,1.6,M1200,62.24,1.28,4.8,65.48,75.99
1229,聯華,2016/12,12.17,41,2.37,10.11,49.59,15.74,"2,381,299",-1.52,9.52,7.26,1.6,M1200,61.88,0.21,4.44,59.57,82.12
1231,聯華食,2016/12,7.24,7.04,3.07,16.2,98.44,52.56,"695,682",4.04,7.07,5.63,1.75,M1200,21.67,1.05,4.48,69.14,81.44
1232,大統益,2016/12,6.33,5.19,5.58,24.03,150.87,30.91,"812,079",-2.19,5.95,5.95,5,M1200,270.26,3.35,7.62,19.86,47.88
1233,天仁,2016/12,8.71,7.96,1.87,11.8,106.32,28.5,"203,415",0.1,4.35,4.35,1.6,M1200,242.69,1.07,3.13,41.02,116.63
1234,黑松,2016/12,1.71,12.62,2.75,6.27,167.57,19.99,"-1,013,692",37.76,6.19,6.19,2,M1200,181.82,0.39,2.17,24.92,168.55
1235,興泰,2016/12,-29.22,190.1,3.81,10.67,221.54,34.79,"160,878",4.41,0,0,0,M1200,10.7,0.03,1.45,111.83,252.27
1236,宏亞,2016/12,1.75,3.52,0.69,3.97,102.78,41.89,"117,001",-8.09,1.63,1.63,0.3,M1200,13.94,0.65,4.99,66.17,73.15
1256,鮮活果汁-KY,2016/12,14.3,8.51,8.35,25.3,118.86,46.57,"357,497",11.38,3.43,3.43,4.2,,29.06,1.59,9.32,19.23,39.15
1301,台塑,2016/12,7.22,21.86,6.19,13.12,189.01,31.29,"36,548,329",-5.94,5.16,5.16,4.6,M1300,32.29,0.41,9.21,25.45,39.62
1303,南亞,2016/12,4.82,17.69,6.16,14.14,209.09,34.65,"46,386,609",-8.17,6.32,6.32,4.5,M1300,35.23,0.52,6.58,61.61,55.49
1304,台聚,2016/12,5.95,4.48,1.15,7.48,185.2,48.35,"4,500,469",1.39,4.42,3.15,0.5,M1300,15.5,0.89,6.78,48.12,53.84
1305,華夏,2016/12,13.24,10.9,3.02,20.92,218.02,41.72,"2,185,013",2.28,8.35,7.1,1.7,M1300,82.35,1.1,6.28,35.92,58.1
1307,三芳,2016/12,14.22,11.26,3.13,14.32,170.24,41.52,"2,372,740",-2.05,6.22,6.22,2.2,M1300,49,0.75,5.16,50.37,70.75
1308,亞聚,2016/12,9.63,11.38,1.32,7.32,221.91,35.26,"-697,420",13.61,4.72,3.15,0.6,M1300,37.22,0.47,6.97,42.65,52.39
1309,台達化,2016/12,1.41,0.74,0.37,3.58,104.17,60.14,"983,239",-3.58,0,0,0,M1300,5.2,1.86,11.78,52.71,30.98
1310,台苯,2016/12,12.79,9.44,2.67,18.8,112.02,35.95,"1,740,296",7.25,11.03,11.03,2.2,M1300,36.38,1.19,17.62,22.26,20.71
1312,國喬,2016/12,10.88,12.95,2.65,12.97,147.34,16.63,"3,272,675",-0.53,4.76,4.76,1,M1300,647.3,0.83,9.98,47.29,36.57
1313,聯成,2016/12,2.98,2.57,0.96,5.98,101.15,49.42,"1,336,108",-2.88,6.58,4.64,0.6,M1300,5.91,1.16,8.55,24.37,42.67
1314,中石化,2016/12,-5.5,-7.4,-0.81,-3.6,126.04,33.21,"261,915",-2.98,0,0,0,M1300,-6.89,0.33,14.55,26.04,25.08
1315,達新,2016/12,3.95,10.5,1.59,4.27,285.62,23.81,"232,972",5.96,4.32,4.32,1.1,M1300,31.78,0.31,3.26,55.73,111.79
1316,上曜,2016/12,-21.35,-18.13,-0.81,-5.49,34.21,53.96,"-309,424",-30.61,0,0,0,M1700,-5.52,0.15,0.22,134.28,1678.14
1319,東陽,2016/12,11.57,10.25,4.08,12.62,73.31,44.74,"5,566,572",7.68,3.34,3.34,2.12,M1300,24.36,0.66,6.77,73.17,53.94
1321,大洋,2016/12,0.55,-0.34,-0.07,-0.3,64.95,55.43,"-111,337",-5.07,0,0,0,M1300,2.77,0.41,6.26,34.25,58.34
1323,永裕,2016/12,14.17,10.95,3.11,17.34,271.23,47.32,"328,244",0.26,5.33,5.33,1.8,M1300,26.49,0.83,5.12,69.87,71.26
1324,地球,2016/12,5.9,5.25,0.86,6.53,270.03,25.63,"91,672",-2.98,3.07,3.07,0.4,M1300,1034.9,0.93,5.34,60.04,68.29
1325,恒大,2016/12,13.61,11.25,1.16,5.93,848.58,8.66,"159,326",-10.76,3.8,3.8,0.8,M1300,8517.25,0.48,5.4,62.85,67.65
1326,台化,2016/12,10.47,15.28,7.5,13.68,238.83,30.27,"59,713,289",-3.08,5.82,5.82,5.6,M1300,28.43,0.6,6.61,34.6,55.23
1337,再生-KY,2016/12,12.16,7.03,1.53,4.03,332.13,11.22,"1,200,705",15.95,0.4,0.04,0.01,M1300,93.97,0.52,14.73,104.46,24.78
1338,廣華-KY,2016/12,11.9,8.33,8.17,9.66,177.28,30.76,"1,122,918",-7.99,4.26,4.26,4,M2200,30.37,0.81,7.68,110.01,47.55
1339,昭輝,2016/12,16.41,12.3,4.13,9.47,105.26,47.25,"549,694",14.93,5.36,5.36,2,M1300,12.62,0.43,5.85,92.13,62.37
1340,勝悅-KY,2016/12,30.34,26.71,7.68,15.21,1049.15,7.76,"539,933",3.26,4.04,2.21,1.2,M1300,1550.7,0.51,89.45,129.67,4.08
1341,富林-KY,2016/12,19.73,15.46,12.96,53,109.09,44.31,"530,413",-9.21,,,11.77,M1300,46.27,1.98,4.96,50.88,73.53
1402,遠東新,2016/12,6.73,5.88,1.26,4.96,69.61,50.88,"34,572,226",-0.96,3.31,3.31,0.8,M1400,7.42,0.42,7.06,40.75,51.71
1409,新纖,2016/12,4.06,2.83,0.46,2.88,19.01,74.29,"13,963,050",-7.34,2.76,2.76,0.25,M1400,8.37,0.26,6.59,68.16,55.39
1410,南染,2016/12,25.23,21.6,1.63,10.32,712.12,17.93,"195,019",-4.81,5.93,5.93,1.45,M1400,628.25,0.39,15.65,67.25,23.32
1413,宏洲,2016/12,-2.36,-2.86,-0.47,-7.73,50.8,66.16,"-95,614",-13.5,0,0,0,M1400,-2.46,0.95,4.32,38.92,84.55
1414,東和,2016/12,-1.52,-0.32,-0.01,-0.1,40.13,34.89,"155,097",-8.18,3.28,3.28,0.2,M1400,0.88,0.21,1.97,35.59,184.93
1416,廣豐,2016/12,8.14,30.94,4.69,22.49,29.52,52.76,"1,538,847",168.72,11.79,11.79,3,M1400,34.51,0.32,0.87,5.63,419.02
1417,嘉裕,2016/12,-13.19,-5.76,-0.45,-4.21,121.39,25.2,"-288,253",-16.39,0,0,0,M1400,-28.75,0.54,1.67,35.32,218.53
1418,東華,2016/12,-9.85,-10.58,-1.47,-44.7,6.22,82.85,"-87,640",17.71,0,0,0,M1400,-7.87,0.96,5.15,2.96,70.84
1419,新紡,2016/12,-2.88,11.24,0.52,1.99,48.4,36.23,"75,662",20.34,1.15,1.15,0.46,,5.83,0.11,2.87,44.02,127.05
1423,利華,2016/12,1.32,0.77,0.03,0.19,2590.37,8.34,"72,269",1.82,0,0,0,M1400,171.8,0.23,0.87,17.83,420.75
1432,大魯閣,2016/12,-31.63,-18.32,-0.85,-9.41,31.56,68.57,"6,822",158.52,0,0,0,M1400,-2.09,0.14,0.23,12.19,1594.92
1434,福懋,2016/12,6.96,9.64,2.07,6.08,151.07,23.63,"4,903,770",-7.05,5.08,5.08,1.5,M1400,26.17,0.46,4.38,46.15,83.32
1435,中福,2016/12,-19.3,-20.66,-0.05,-0.65,13459.87,15.38,"4,929",-1.81,0,0,0,M9900,-94.27,0.03,0.44,15.75,839.04
1436,華友聯,2016/12,10.7,3.29,0.57,1.9,16.26,65.95,"176,258",386.61,2.54,2.54,1,M2500,1.82,0.2,0.18,0.71,1996.71
1437,勤益控,2016/12,43.66,74.43,2.19,8.83,48.28,46.12,"14,281",-26.67,2.97,2.97,0.5,M2300,7.32,0.06,4.23,30.54,86.34
1438,裕豐,2016/12,-12816.13,-11345.16,-0.07,-1.29,12306.03,11.51,"4,614",-99.74,0,0,0,M2500,,0,0,0,954657.5
1439,中和,2016/12,-4.96,7.09,0.28,1.29,6775.73,7.97,"-6,156",0.27,3.17,3.17,0.5,M1400,238.81,0.17,15.62,6.42,23.37
1440,南紡,2016/12,0.84,2.45,0.35,1.84,46.45,37.48,"1,105,554",-9.6,2.62,2.62,0.32,M1400,8.41,0.48,4.04,27.69,90.3
1441,大東,2016/12,-11.88,-13.31,-2.36,-31.44,36.71,81.86,"-11,570",-13.21,0,0,0,M1400,-3.46,0.53,3.86,40.23,94.51
1442,名軒,2016/12,14.81,10.38,2.05,10.76,9.8,56.7,"1,891,311",152.32,11.3,5.65,0.99,M2500,35.25,0.4,0.36,0.81,1027.09
1443,立益,2016/12,-1.34,-21.12,-1.34,-21.03,11.14,80.84,"-27,733",-12.73,0,0,0,M1400,-1.17,0.25,1.48,54.44,246.64
1444,力麗,2016/12,1.25,0.72,0.07,0.59,67.45,40.52,"-981,292",-7.65,0,0,0,M1400,2.56,0.51,4.8,37.91,76.06
1445,大宇,2016/12,3.61,3.75,0.45,3.27,197.91,17.05,"26,467",-8.93,3.32,3.32,0.3,M1400,,0.73,2.56,58.21,142.43
1446,宏和,2016/12,8.55,7.06,0.47,3.63,22.18,53.04,"200,760",5.14,1.68,1.68,0.3,M1400,27.94,0.24,0.26,27.55,1388.38
1447,力鵬,2016/12,-0.06,-0.43,-0.1,-0.59,58.76,53.82,"-76,627",-14.38,0,0,0,M1400,0.51,0.65,5.03,55.92,72.52
1449,佳和,2016/12,-7.11,-6.05,-1.56,-18.04,42.57,82.56,"-403,319",-3.08,0,0,0,M1400,-0.33,0.57,3.52,45.5,103.75
1451,年興,2016/12,6.31,5.62,1.83,7.32,221.49,24.54,"1,763,237",1.6,6.19,6.19,1.5,M1400,59.21,0.97,3.82,63.54,95.65
1452,宏益,2016/12,9.43,10.11,1.5,8.19,738.78,8.81,"352,213",-0.39,5.85,5.85,1.2,M1400,7091.88,0.74,6.55,54.83,55.71
1453,大將,2016/12,-64.65,-20.08,-0.12,-1.06,123.27,14.8,"-63,754",-83.28,0,0,0,M1400,-142.5,0.05,0.11,36.45,3442.77
1454,台富,2016/12,3.08,2.86,0.4,3.19,137.23,23.24,"11,692",-10.42,3.52,3.52,0.3,M1400,26.94,0.86,2.89,42.92,126.1
1455,集盛,2016/12,1.53,1.6,0.34,2.77,83.52,33.95,"474,893",-12.98,3.23,3.23,0.3,M1400,17.1,1.14,6.68,54.26,54.62
1456,怡華,2016/12,10.15,4.83,0.5,4.25,24.37,75.24,"-152,032",72.25,0,0,0,M1400,1.94,0.21,0.36,92.4,1022.04
1457,宜進,2016/12,0.27,0.74,0.26,0.53,63.28,43.89,"427,931",3.08,4.48,4.48,0.5,M1400,2.04,0.39,4.63,56.7,78.85
1459,聯發,2016/12,-1.7,-14.84,-1.38,-12.53,116.32,48.58,"-246,197",-24.92,0,0,0,,-6.81,0.43,7.03,46.33,51.94
